ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
553,Blue Exorcist: The Movie,7.246,2012-12-28,ja,tt3028018,"Animation, Action, Adventure","Rin and his friends, along with the rest of True Cross Academy Town, are in the midst of preparing for a festival that is celebrated only once every 11 years. While the barriers protecting the city from demon intrusions are being repaired, Rin and his twin brother Yukio are sent to the scene of an exorcism as reinforcements. Things take a turn for the worse and as they attempt to salvage their mission, they meet a mysterious young boy that may threaten everything that they know. Meanwhile, Cheng-Long Liu, a First Class Senior Exorcist from the Taiwan Branch, joins the 'simple' repair operation that forces his fate to cross with 'Satan's spawn', Rin.","$21,796",5994921
554,Blood: The Last Vampire,5.859,2009-04-02,en,tt0806027,"Action, Adventure, Fantasy","In 1970, the four hundred year-old skilled samurai Saya is sent to the Kanto High School in an American military base in Tokyo by the Council, a secret society that has been hunting vampires for centuries. Saya has the appearance of a teenager but is the tormented half-breed creature with the soul of her human father and the powers and need of blood of her vampire mother. She is obsessed to face the powerful demon Onigen that killed her father. In the base, Saya saves Alice McKee, who is the daughter of General McKee and commander of the base, from the attack of several vampires. When General McKee is killed by a member of the Council, Alice runs to the hotel where Saya is lodged. They join forces and go to the countryside to chase Onigen.","$257,412",5874530
555,Carriers,6.054,2009-09-04,en,tt0806203,"Adventure, Drama, Horror","In a world devastated by an outbreak, Brian, his girlfriend Bobby, his brother Danny and their friend, Kate, are heading to a beach where the brothers spent their childhood vacations expecting it to be a sanctuary. When their car breaks down on the road in the desert, they negotiate with a man called Frank, who is also stranded but without gas. He is trying to get his daughter Jodie to the hospital (she is infected with a disease of some kind), they all decide to travel together. During the journey, massive moral dilemmas arise, as events head into a downward spiral.","$104,352",5805279
556,The Damned,5.519,2014-06-20,en,tt2387408,"Horror, Mystery, Thriller","In Bogota, Colombia, the widow American David Reynolds is ready to travel back to America with his fiancée Lauren and his daughter Jill to get married after the death of his wife Marcela. However Jill has left her passport in the house of her aunt Gina and they travel in a car with Gina and Jill's boyfriend Ramon to the town where Gina lives. They drive through a shortcut but they are stopped on the road by Capitan Morales that warns them that the road is flooded and is too dangerous to drive along, but Gina decides to continue. They have an accident and the car overturns and Lauren breaks two ribs in the middle of nowhere. They decide to walk and find an old hotel that has been closed since 1978. The owner Felipe is reluctant to let them in, but he decides to lodge the group. While bringing some wood for the fireplace, the snoopy Jill and her boyfriend Ramon leaves the room and Jill overhears a cry. They seek out and find the girl Ana Maria padlocked in a wooden box. When Felipe returns with David with the wood and learns that the couple left the room, he runs to the box but is subdued by David. Felipe warns that the girl will kill his family, but they believe that the old man is a pedophile. But soon they discover the truth about Ana Maria.",,5758519
557,Incantation,6.83,2022-03-18,zh,tt18968540,"Horror, Mystery","My name is Ruo-Nan, the reason why I'm making this video is I hope that people could help me lift the curse bestowed upon my daughter after watching what I have to say. Because of my ignorance, I never thought that it was my actions that brought the curse. The following content may contain certain hidden dangers and risks, which includes myself retelling the horrifying encounters that happened six years ago. 6 years ago, I set up a studio ""Ghostbusters"" with my boyfriend and my journalism classmates, we aimed to break myths of superstitions and shared them on our blog. One day, an urgent notice arrived from my boyfriend's home, calling him to return for an ancient cult ritual that occurs once every two decades in his family. Thinking it would be decent material for our blog, we all arrived for the ritual. Unfortunately we then experienced the most horrific ancient curse there.",,5700000
558,Night of the Zoopocalypse,6.5,2025-01-23,en,tt29544253,"Animation, Adventure, Comedy",A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.,"$2,108,907",5598939
559,Sadako,5.9,2019-05-24,ja,tt9764556,Horror,"A girl with amnesia is under the care of counselor Mayu. The patient is under police guard and of special interest. Yet, not many know why and the girl herself is oblivious to everything. At the same time, Mayu's brother is one of those Internet wanna-bes and looking to become popular and gain attention. The boy begins his own adventures.",,5589910
560,Another,5.839,2012-08-04,ja,tt1891747,"Horror, Mystery","After a chain of deaths at a junior high school, new transfer student Koichi Sakakibara (Kento Yamazaki) turns to a mysterious girl (Ai Hashimoto) who holds the key to the dark mystery. In the spring of 1998, 15-year-old Koichi Sakakibara's (Kento Yamazaki) father goes abroad and Koichi Sakakibara goes to live with his aunt Reiko Mikami (Ai Kato), who lives in a mountain region. Not long after he moves in with his aunt, he collapses from a pneumothorax attack and becomes hospitalized. One day, at the elevator in the hospital, Koichi meets a pretty girl wearing a uniform and an eye patch. Koichi just stares at her. The pretty girl says something strange and then vanishes in the hospital mortuary. After being discharged from the hospital, Koichi goes to his new school. He finds the pretty girl, Mei Misaki (Ai Hashimoto) is also in his class. Koichi doesn't feel comfortable, because all of his classmates and even his teacher act like the girl doesn't exist.",,5588517
561,Monstrum,6.463,2018-09-12,ko,tt4374286,"Action, Fantasy, Horror",Yoon Gyeom is a loyal subject of King Jung Jong of Joseon. He struggles to fight against a monster that threatens King Jung Jong's life and a group of people trying to depose King Jung Jong.,,5577666
562,The House That Jack Built,7.1,2018-10-04,en,tt4003440,"Crime, Drama, Horror","USA in the 1970s. We follow the highly intelligent Jack over a span of 12 years and are introduced to the murders that define Jack's development as a serial killer. We experience the story from Jack's point of view, while he postulates each murder is an artwork in itself. As the inevitable police intervention is drawing nearer, he is taking greater and greater risks in his attempt to create the ultimate artwork. Along the way we experience Jack's descriptions of his personal condition, problems and thoughts through a recurring conversation with the unknown Verge - a grotesque mixture of sophistry mixed with an almost childlike self-pity and psychopathic explanations. The House That Jack Built is a dark and sinister story, yet presented through a philosophical and occasional humorous tale.","$258,106",5566776
563,Diary of the Dead,5.562,2007-05-26,en,tt0848557,"Fantasy, Horror, Sci-Fi","While filming a horror movie of mummy in a forest, the students and their professor of the University of Pittsburgh hear on the TV the news that the dead are awaking and walking. Ridley and Francine decide to leave the group, while Jason heads to the dormitory of his girlfriend Debra Monahan. She does not succeed in contacting her family and they travel in Mary's van to the house of Debra's parents in Scranton, Pennsylvania. While driving her van, Mary sees a car accident and runs over a highway patrolman and three other zombies trying to escape from them. Later the religious Mary is depressed, questioning whether the victims where really dead, and tries to commit suicide, shooting herself with a pistol. Her friends take her to a hospital where they realize that the dead are indeed awaking and walking and they need to fight to survive while traveling to Debra's parents house.","$958,961",5540941
